"","LotFrontage","LotArea","GrLivArea","BedroomAbvGr","Fireplaces","GarageArea","WoodDeckSF","SalePrice","TotBathrooms","Age","HouseQC","TotalSqFeet","TotalPorchSF","LandContourLvl","CentralAir","KitchenQual","GarageQual","Remod","IsNew","Location","Railroad","Amenities","NeighRich","Two_Story_dum","BsmtQC","FlatRoof_dum"
"238",0.0401882449112818,0.11498182869537,0.610497022980414,0.17760987564456,-0.949322365529688,-0.105452165138158,1.31260337626588,0.33850926568934,0.319255920500502,-0.751851427773754,1.15675499573637,0.363473611391072,1.17306795363983,1,1,4,3,1,0,3,2,0,1,1,2.66666666666667,0
"239",1.02246473199779,0.586601525120043,0.520101333654104,0.17760987564456,-0.949322365529688,1.59617091695457,1.01006688026522,1.60719971334848,-0.306119747430679,-1.09241919264945,1.49267186568583,-0.297558225942565,1.03468791872033,1,1,4,3,0,1,4,0,0,2,0,3,0
"240",-0.7158604971202,-0.0382125979027647,0.115103540176175,0.17760987564456,0.603372988152612,-1.22258421626275,-0.963702640901991,-1.06288685229608,-0.93149541536186,1.82673307771366,-0.858746223960395,-0.490488216001362,0.810706752865875,1,1,3,3,1,0,1,0,0,1,1,2,0
"241",0.377614701552581,0.0189116719453212,0.275952509352069,0.17760987564456,-0.949322365529688,1.2756435773914,0.951135433225845,1.11223258338508,0.944631588431683,-0.995114116970679,0.82083812578691,0.946796316309367,0.894366247083608,1,1,4,3,0,0,4,0,0,1,0,3.33333333333333,0
"242",-1.49467437564299,-1.62700741270041,-1.56443256936681,-1.05548368807522,-0.949322365529688,-2.25958443249655,0.605162472318837,-1.12062133578356,-1.55687108329304,-0.605893814255598,1.15675499573637,-1.27265467491296,0.262228808653485,1,1,4,0,1,0,2,0,0,1,0,2.33333333333333,0
"243",-0.143729350204866,-1.13093825714989,0.0153056549324103,0.17760987564456,-0.949322365529688,-0.60038408652247,-0.963702640901991,-1.98659367703236,-1.55687108329304,1.63212292635612,-1.19466309390986,-0.751537025892184,0.537266243004457,1,0,3,2,1,0,2,0,0,1,1,2.33333333333333,0
"244",0.377614701552581,0.368697930614142,-0.507467674030925,0.17760987564456,0.603372988152612,-0.902056876699575,-0.963702640901991,-0.90778118096439,-0.93149541536186,0.318504404692719,-0.186912484061474,-1.22168369816449,0.0803029658903689,1,1,3,3,0,0,3,0,0,1,1,2.66666666666667,0
"245",0.0401882449112818,-0.00734796852927857,1.20254782532558,0.17760987564456,2.15606834183491,-0.0771703410590543,-0.963702640901991,0.47419336259377,1.57000725636286,-0.703198889934369,0.484921255837449,1.11203112683623,0.776731666746988,1,1,4,3,1,0,3,0,0,1,1,2.66666666666667,0
"246",0.5709100822354,0.301760309022585,0.830601194319506,0.17760987564456,0.603372988152612,0.587452524799879,1.07100035520479,0.897054950147731,0.319255920500502,-0.216673511540517,-0.186912484061474,1.10804200246358,0.22882730025547,1,1,3,3,0,0,3,0,0,1,0,3.33333333333333,0
"247",0.128128060621999,0.0495370370789855,0.922204869159024,1.41070343936435,-0.949322365529688,-0.185584000028951,-0.963702640901991,-0.565876053986749,-0.306119747430679,1.63212292635612,-0.186912484061474,0.0640662653095974,0.905170316716019,1,0,2,1,1,0,2,0,0,1,1,2,0
"248",0.377614701552581,0.465862037943944,-0.128213271084724,-1.05548368807522,0.603372988152612,-0.133733989217261,-0.963702640901991,-0.509975783767055,-1.55687108329304,1.43751277499858,-0.522829354010935,-0.880608158133865,0.111104571638126,1,1,3,3,0,0,2,0,0,1,0,2.33333333333333,0
"249",0.255435322061719,0.467072496131654,0.472036042032173,0.17760987564456,-0.949322365529688,0.0972342407620843,0.951135433225845,0.138573912670274,0.319255920500502,-0.897809041291909,0.484921255837449,-0.340784870562443,0.480642003104848,1,1,4,3,0,0,3,0,0,1,1,2.66666666666667,0
"250",0.589579133244652,5.6372416161469,1.25222902904405,1.41070343936435,2.15606834183491,-0.425979504701332,-0.963702640901991,1.25098422296309,0.319255920500502,-1.04376665481006,0.82083812578691,1.1476794586112,0.647377069258582,0,1,4,3,1,0,2,0,0,1,1,3.66666666666667,0
"251",-0.54882503357875,-0.998587495177059,-0.288180036847664,0.17760987564456,-0.949322365529688,-2.25958443249655,1.18168833131234,-2.0695787589973,-1.55687108329304,1.0482924722835,-5.32164178186038,-1.02447135549083,-1.47489243038047,1,1,2,0,1,0,2,0,0,1,0,2.33333333333333,0
"253",-0.0503770242000872,-0.123994032204398,0.419428747225004,0.17760987564456,-0.949322365529688,0.191506987692429,0.934875633923363,0.0362124730253123,0.319255920500502,-0.897809041291909,0.149004385887988,-0.388096283024675,0.293376760810764,1,1,4,3,0,0,3,0,0,1,1,2.66666666666667,0
"254",0.752623746113961,0.0935487118791762,-0.29771074996059,0.17760987564456,-0.949322365529688,-0.803070492422712,1.27218029023202,-0.197841908269525,0.319255920500502,-0.313978587219288,-0.8107580996819,0.371277455649274,-1.47489243038047,1,1,4,3,1,0,2,0,0,1,0,3.66666666666667,0
"255",0.171160146879297,-0.116059609240149,-0.269205804246973,0.17760987564456,-0.949322365529688,-0.873775052620471,1.16225952871672,-0.419418114762142,-0.306119747430679,1.48616531283796,0.149004385887988,0.4783044411067,-1.47489243038047,1,1,3,3,0,0,2,0,0,1,0,2.33333333333333,0
"256",-0.00475644698787515,-0.0388841382132631,1.45833589178168,1.41070343936435,0.603372988152612,-0.237434010840641,1.06115946095375,0.771145300000496,0.319255920500502,-0.751851427773754,0.484921255837449,0.546225936094302,-1.47489243038047,1,1,4,3,0,0,3,0,0,1,1,2.66666666666667,0
"257",-0.0966941256295953,-0.0270540603259111,0.581855321615986,0.17760987564456,-0.949322365529688,0.91269350170957,1.10625585409444,0.505474162040967,0.319255920500502,-0.849156503452524,0.149004385887988,0.472047164584432,0.392402584993492,1,1,4,3,0,0,4,0,0,1,1,2.66666666666667,0
"259",0.5709100822354,0.651380052709492,0.694872381206163,0.17760987564456,0.603372988152612,0.398907030939189,-0.963702640901991,0.787920888994547,0.319255920500502,-0.751851427773754,0.484921255837449,0.372575981658682,1.21993191964638,1,1,4,3,0,0,3,0,0,1,1,2.66666666666667,0
"260",0.171160146879297,0.692942077330986,-1.5075735181581,-1.05548368807522,-0.949322365529688,-0.80778412976923,-0.963702640901991,-1.45688809508286,-1.55687108329304,1.43751277499858,-0.858746223960395,-2.12111067441991,0.293376760810764,1,1,3,3,0,0,2,0,0,1,0,0,0
"261",1.78846396096915,1.51099080565187,-0.112435238657047,0.17760987564456,0.603372988152612,1.90727098182471,-0.963702640901991,0.0805797333978373,-0.306119747430679,1.19425008580165,-0.522829354010935,1.05056984593334,1.08071963732344,1,1,3,3,0,0,2,1,0,1,0,3.33333333333333,0
"262",0.128128060621999,0.142722871193348,1.8203461158835,0.17760987564456,0.603372988152612,1.83185278428044,-0.963702640901991,1.24165098480955,0.319255920500502,-1.09241919264945,0.82083812578691,0.871793237944852,0.836194759789011,1,1,5,3,0,1,3,0,0,1,1,3,0
"263",0.856646892881719,-0.0995937004088312,-0.520258283258553,0.17760987564456,0.603372988152612,0.0595251419899462,1.22178915799698,-0.314783670364371,-0.306119747430679,-0.557241276416213,0.149004385887988,-0.258241223802254,-0.290263091648432,1,1,3,3,1,0,1,0,0,1,0,3.66666666666667,0
"264",-0.832556084670945,-0.944496342593209,-0.264480282488386,0.17760987564456,-0.949322365529688,0.0218160432178081,-0.963702640901991,-0.701220872204718,-0.306119747430679,-0.654546352094983,-0.186912484061474,0.934080679192117,-1.47489243038047,1,1,3,3,1,0,2,0,0,1,0,2.33333333333333,0
"265",-2.34285410773144,-1.04221569283651,-1.95361393471528,-1.05548368807522,-0.949322365529688,0.116088790148153,-0.963702640901991,-2.19043218857594,-1.55687108329304,-0.897809041291909,-0.858746223960395,-2.52224899943575,-1.47489243038047,0,0,3,3,1,0,2,1,0,1,0,2,0
"266",0.495063351342542,0.596334731539542,-0.0237794050417567,0.17760987564456,0.603372988152612,0.455470679097396,1.2001830334743,0.0732379583571167,-0.306119747430679,0.221199329013949,0.484921255837449,0.480803436546476,-1.47489243038047,1,1,4,3,0,0,3,0,0,1,0,2.66666666666667,0
"267",0.171160146879297,0.447963883414883,0.164854885055216,0.17760987564456,0.603372988152612,-0.312852208384917,0.792466797318388,0.209280602161898,1.57000725636286,-0.654546352094983,-0.522829354010935,0.464519903751344,0.525269388878811,0,1,3,3,0,0,3,0,0,1,1,3.33333333333333,0
"268",-0.289375456879063,-0.116059609240149,1.321042741395,1.41070343936435,0.603372988152612,-1.1283114693324,1.18022814743257,0.131395514403343,0.319255920500502,-0.557241276416213,0.149004385887988,1.29057355827399,0.0117547538149954,0,1,4,3,1,0,1,0,0,1,1,2.33333333333333,0
"269",0.213590366015267,-0.50087909930429,-1.89722443843326,-1.05548368807522,0.603372988152612,2.0958164756854,-0.963702640901991,-0.897050914322932,-1.55687108329304,1.48616531283796,-0.522829354010935,-1.02447135549083,0.029868954530971,1,1,3,5,1,0,1,0,0,0,0,2.33333333333333,0
"270",-0.0503770242000872,-0.231910013168427,-0.784990388738449,0.17760987564456,0.603372988152612,0.116088790148153,1.31260337626588,-0.366570617711519,0.319255920500502,0.415809480371489,0.82083812578691,-0.0302853550301682,0.111104571638126,1,1,3,3,0,0,1,0,0,1,0,2.66666666666667,0
"271",0.71714133911203,0.362507518697241,0.93988561977383,0.17760987564456,0.603372988152612,2.70387569338613,1.06115946095375,1.14641370698193,0.319255920500502,-1.09241919264945,0.82083812578691,0.0799671263602393,0.350001000710374,1,1,4,3,0,1,4,0,0,1,1,3,0
"272",0.296710941292182,2.89289118947819,-0.155449001877819,-1.05548368807522,2.15606834183491,-0.190297637375469,0.731817801497529,0.897054950147731,-0.306119747430679,-0.946461579131294,-0.954722472517383,0.95524139848788,-1.47489243038047,0,1,3,3,1,0,2,0,0,1,0,3.66666666666667,1
"273",0.990018313455499,0.542858091730229,1.42971537540686,1.41070343936435,0.603372988152612,0.903266227016536,0.91789826265415,1.36934108831738,0.319255920500502,-0.946461579131294,1.49267186568583,1.10104731238564,0.400435012069771,1,1,4,3,1,0,4,0,0,2,1,2.66666666666667,0
"274",0.5709100822354,0.145169811804646,0.40423315085563,0.17760987564456,0.603372988152612,-0.666375009373712,1.21782934955841,-0.528474991089216,0.944631588431683,-0.0707158980223621,-1.14667496963136,1.17801664050711,-1.47489243038047,1,1,3,3,1,0,2,0,0,1,0,2.33333333333333,0
"275",0.417271622008255,-0.136191613866376,-1.74913012970107,-1.05548368807522,-0.949322365529688,-1.01518417301599,1.01006688026522,-0.812778093757632,-1.55687108329304,0.123894253335178,-0.186912484061474,-0.907152997286946,-1.47489243038047,1,1,3,3,0,0,2,0,0,1,0,3.33333333333333,0
"276",-0.54882503357875,-0.400309468580107,0.24002844548647,0.17760987564456,-0.949322365529688,0.907979864363053,0.697485409791809,0.47419336259377,0.319255920500502,-0.995114116970679,1.82858873563529,-0.549436677023494,0.823626557988102,1,0,5,3,1,0,2,0,0,1,1,2.33333333333333,0
"277",2.00611424975499,0.0610586368379751,0.264023878154425,0.17760987564456,-0.949322365529688,0.441329767057844,0.812001855203512,0.423341783110503,-0.306119747430679,-0.751851427773754,0.484921255837449,-0.527856821675968,0.842352889894351,1,1,4,3,0,0,2,0,0,1,0,3,0
"278",2.25252877780015,1.49490516177718,-1.57161361809826,-1.05548368807522,-0.949322365529688,-0.374129493889642,-0.963702640901991,-0.491608243579431,-1.55687108329304,1.77808053987427,-1.19466309390986,-1.81542083520136,-1.47489243038047,1,1,3,3,0,0,3,0,0,1,0,2.33333333333333,0
"279",1.44365441181763,0.945188894357383,1.21870818294243,0.17760987564456,0.603372988152612,1.19079810515409,0.894029650302347,2.29608846698797,0.319255920500502,-1.09241919264945,1.82858873563529,0.330721120425125,1.058277024018,1,1,5,3,1,0,4,0,0,2,0,4,0
"280",0.681239012223606,0.226009150656959,1.07014922827548,1.41070343936435,0.603372988152612,0.120802427494671,1.21650030509175,0.305124149171706,0.319255920500502,0.415809480371489,-0.186912484061474,0.69240504534768,0.728462172134178,1,1,3,3,0,0,2,0,0,1,1,2.66666666666667,0
"281",0.644906707130921,0.461879537207453,1.00805245221864,0.17760987564456,0.603372988152612,0.450757041750879,-0.963702640901991,0.754259946763514,0.319255920500502,-0.216673511540517,0.82083812578691,0.679638833998643,1.12919811200744,1,1,4,3,0,0,3,0,0,1,1,3.33333333333333,0
"282",-0.289375456879063,-0.417621636174761,-0.394659919608422,-1.05548368807522,-0.949322365529688,0.436616129711327,-0.963702640901991,0.209280602161898,-0.306119747430679,-1.09241919264945,0.149004385887988,0.390692315245862,0.74005741500369,1,1,4,3,0,1,4,0,0,1,0,2.66666666666667,0
"283",-1.97468031476259,-1.10644483075239,-0.269205804246973,-1.05548368807522,0.603372988152612,0.691152546423259,1.01906747760305,0.505474162040967,0.944631588431683,-1.04376665481006,0.484921255837449,0.45571241391611,0.43862642211662,1,1,4,3,1,0,4,0,0,2,0,2.66666666666667,0
"284",0.337432508614405,0.147613695968045,0.0751446124006308,0.17760987564456,0.603372988152612,1.97326190467595,1.09546754012649,0.92997032079423,-0.306119747430679,-1.09241919264945,0.82083812578691,-0.697721949324074,0.842352889894351,1,1,4,3,1,0,4,0,0,1,0,2.66666666666667,0
"285",-0.832556084670945,-0.208575281212397,0.293760088707126,-1.05548368807522,-0.949322365529688,0.233929723811085,-0.963702640901991,0.127078871387981,0.944631588431683,-0.362631125058673,0.149004385887988,0.173519082900241,0.3587984650917,1,1,4,3,0,0,3,0,0,1,0,2.66666666666667,0
"286",-1.88921800936932,-1.44838261581084,-0.424344085087302,-1.05548368807522,-0.949322365529688,0.229216086464568,-0.963702640901991,-0.0906667490834126,0.319255920500502,-1.09241919264945,0.484921255837449,-1.14692801235574,0.375906084409343,1,1,4,3,1,0,4,0,0,1,1,2.66666666666667,0
"287",0.456416825972015,0.182711202637151,0.592626900697725,0.17760987564456,0.603372988152612,-0.185584000028951,-0.963702640901991,-0.181560273263881,-0.93149541536186,0.123894253335178,0.149004385887988,0.598202429451829,0.769626097126972,0,1,4,3,1,0,2,0,0,1,1,2.33333333333333,0
"288",0.296710941292182,-0.181176829602873,-1.59325681025217,0.17760987564456,-0.949322365529688,-2.25958443249655,-0.963702640901991,-1.70817370577663,-1.55687108329304,0.610419631729029,-1.53057996385932,-0.690117931828211,-1.47489243038047,1,1,3,0,0,0,2,0,0,1,0,2.33333333333333,0
"289",0.255435322061719,0.189297181038223,-1.44482579584611,0.17760987564456,-0.949322365529688,-0.939765975471713,-0.963702640901991,-0.865125242168658,-1.55687108329304,0.99963993444411,-0.186912484061474,-0.931881609821396,-1.47489243038047,1,1,3,3,0,0,1,0,0,1,0,2.33333333333333,0
"290",-0.289375456879063,-0.0406760400446873,-0.0811173493994918,0.17760987564456,-0.949322365529688,-0.449547691433918,-0.963702640901991,-0.271147256453975,-1.55687108329304,-0.897809041291909,0.149004385887988,-0.838253298711682,1.09332459280811,1,1,3,3,1,0,2,1,0,1,1,2.33333333333333,0
"291",1.78846396096915,1.09638236926013,0.907663645220256,0.17760987564456,0.603372988152612,0.969257149867777,-0.963702640901991,0.807134283843057,0.319255920500502,-1.09241919264945,0.82083812578691,0.0509888803956896,0.350001000710374,1,1,4,4,0,1,3,0,0,1,1,3.33333333333333,0
"292",-0.54882503357875,-0.879091805817103,0.560199568018625,3.87689056680392,-0.949322365529688,-2.25958443249655,-0.963702640901991,-0.586680056378742,0.944631588431683,-0.703198889934369,-1.19466309390986,0.0611654603700029,0.936144127132233,0,0,2,0,1,0,1,0,0,1,1,2,0
"293",-0.289375456879063,0.482912164318021,0.560199568018625,0.17760987564456,0.603372988152612,-0.935052338125196,-0.963702640901991,-0.681445855174448,-0.93149541536186,-1.04376665481006,-1.6745443366948,0.177697976396756,0.871968990181479,1,1,3,3,1,0,1,0,0,1,1,2.33333333333333,0
"294",0.5709100822354,1.22349983779628,1.42011636049318,0.17760987564456,0.603372988152612,0.281066097276257,-0.963702640901991,0.826644982458324,1.57000725636286,-0.508588738576828,0.484921255837449,1.35343688268132,1.07705411875402,1,1,4,3,1,0,3,0,1,1,1,2.33333333333333,0
"295",0.5709100822354,0.145169811804646,0.426998788015019,0.17760987564456,2.15606834183491,-0.289284021652331,0.848326735687008,-0.0548781018744249,-0.306119747430679,1.63212292635612,-0.522829354010935,1.23295323950843,-1.47489243038047,1,1,3,3,0,0,2,0,0,1,0,2.33333333333333,0
"296",-1.725193673832,-0.226974257081017,-1.10825877659572,0.17760987564456,-0.949322365529688,0.512034327255603,0.881516092416151,-0.464299748915917,-0.306119747430679,-0.022063360182977,-0.186912484061474,-0.093979963297525,-1.47489243038047,1,1,3,3,0,0,2,0,0,1,0,3,0
"297",0.377614701552581,0.842343390472546,0.260037476687016,1.41070343936435,-0.949322365529688,-0.930338700778678,1.21782934955841,-0.297749748216335,-0.93149541536186,1.6807754641955,-0.858746223960395,0.135625331549356,-1.47489243038047,1,1,3,3,0,0,1,0,0,0,1,2.33333333333333,0
"298",-0.00475644698787515,-0.364286369682742,0.957466401590912,0.17760987564456,0.603372988152612,0.455470679097396,-0.963702640901991,0.870201054052833,0.319255920500502,-0.654546352094983,0.484921255837449,0.898811570940354,0.992480219212086,1,1,4,3,1,0,4,0,0,1,1,2.66666666666667,0
"299",0.924065472180354,0.532185765666605,0.608714625271142,0.17760987564456,0.603372988152612,0.281066097276257,1.12018526634938,0.0658752368311095,0.319255920500502,0.80502978308657,0.484921255837449,0.559614485204738,-1.47489243038047,1,1,3,3,0,0,3,0,0,1,1,2.33333333333333,0
"301",0.924065472180354,1.11372508663672,-0.217615902991287,-1.05548368807522,2.15606834183491,-0.491970427552573,-0.963702640901991,-0.214226918771528,-0.306119747430679,1.48616531283796,-0.858746223960395,0.403561071095427,-1.47489243038047,1,1,3,3,0,0,3,0,0,1,0,2.66666666666667,0
"302",-0.00475644698787515,1.17197628096559,1.66942313087339,1.41070343936435,0.603372988152612,0.959829875174743,1.09180315061419,1.15609715994366,0.319255920500502,-0.703198889934369,0.82083812578691,1.03934145602653,0.341032701144761,1,1,4,3,1,0,3,0,0,1,1,2.66666666666667,0
"303",1.73790093692198,0.841487014907915,0.225945115664345,0.17760987564456,0.603372988152612,1.7140118506175,1.40279092082284,0.47419336259377,-0.306119747430679,-0.897809041291909,0.484921255837449,-0.562102263203101,0.560363701549879,1,1,4,3,1,0,3,0,0,1,0,2.66666666666667,0
"305",0.822367305382141,1.41647902689133,2.76932555235949,0.17760987564456,0.603372988152612,1.84128005897347,1.23470171176109,1.41345563343059,0.944631588431683,-0.800503965613139,1.15675499573637,1.72524061063077,-1.47489243038047,1,1,4,3,1,0,2,0,0,1,1,2.33333333333333,0
"306",0.5709100822354,0.299124994264341,1.03614956555835,0.17760987564456,-0.949322365529688,1.92612553121078,1.01006688026522,1.50708866065609,0.944631588431683,-0.995114116970679,0.82083812578691,1.70193399615795,-1.47489243038047,1,1,4,3,1,0,3,0,0,1,0,2.66666666666667,0
"307",1.68648087177437,0.808373456633314,1.39252618196887,1.41070343936435,0.603372988152612,1.25678902800533,0.903154773425935,0.714425752512048,1.57000725636286,-0.313978587219288,0.484921255837449,1.24628294127342,1.10904133140482,1,1,4,3,1,0,3,0,0,1,1,2.66666666666667,0
"308",-0.289375456879063,-0.231168855507405,-0.058938990617053,0.17760987564456,-0.949322365529688,-2.25958443249655,-0.963702640901991,-1.66455659211895,-1.55687108329304,1.72942800203489,-0.522829354010935,-0.818307595669214,0.823626557988102,1,1,2,0,1,0,1,1,0,0,1,2.33333333333333,0
"309",-0.0503770242000872,0.636693552592919,-1.58241638305354,-2.28857725179501,-0.949322365529688,0.281066097276257,0.986598754124425,-1.87472288331863,-1.55687108329304,1.77808053987427,-1.19466309390986,-1.44627857814088,-1.47489243038047,1,1,3,3,1,0,1,0,0,1,0,2.33333333333333,0
"310",0.924065472180354,0.642391734463424,0.947889209054276,0.17760987564456,3.70876369551721,1.07767080883767,1.09180315061419,1.92733484605242,0.944631588431683,-0.995114116970679,1.15675499573637,1.49600363070363,0.913110677029219,1,1,5,3,1,0,4,0,0,2,0,4,0
"311",-0.0966941256295953,-0.290093688148447,0.1442218118748,0.17760987564456,0.603372988152612,-0.279856746959296,1.05715152897811,-0.0766033287542617,0.319255920500502,-0.508588738576828,-0.522829354010935,0.192967377861316,0.445899846695944,1,1,4,3,1,0,3,0,0,1,1,2.66666666666667,0
"312",-0.832556084670945,-0.211507515070225,-1.20577933848353,-1.05548368807522,0.603372988152612,-1.1283114693324,-0.963702640901991,-0.661821218813193,-0.306119747430679,-0.751851427773754,0.484921255837449,-0.367721870772055,-1.47489243038047,1,1,3,3,1,0,2,0,0,1,0,2.33333333333333,0
"313",-0.0503770242000872,-0.261036363517456,-0.771065633184182,0.17760987564456,0.603372988152612,-0.326993120424469,-0.963702640901991,-0.909932598642658,-0.306119747430679,1.63212292635612,-0.186912484061474,-0.413774844650697,1.11416359738888,1,1,3,3,1,0,2,1,0,1,1,3,0
"314",2.46039850776387,6.22981875827245,1.09159340098553,0.17760987564456,2.15606834183491,0.158511526266809,-0.963702640901991,2.03268171169195,2.19538292429404,1.0482924722835,-0.186912484061474,2.16771389604624,-1.47489243038047,0,1,3,3,0,0,4,0,0,1,0,3.66666666666667,0
"315",-0.289375456879063,0.145169811804646,0.421322985918177,0.17760987564456,0.603372988152612,0.314061558701878,-0.963702640901991,0.109739730544666,-0.306119747430679,-0.313978587219288,0.484921255837449,-0.35927615093913,1.04663305649012,1,1,5,2,1,0,2,0,0,1,1,2.66666666666667,0
"316",0.213590366015267,-0.262290792409198,-0.0020048572432597,0.17760987564456,0.603372988152612,-0.223293098801089,0.812001855203512,0.257647295975411,1.57000725636286,-0.897809041291909,0.484921255837449,-0.0408008817793682,0.350001000710374,1,1,4,3,1,0,3,0,0,1,1,2.66666666666667,0
"317",1.05456779575333,0.739062646139022,1.54132934576367,1.41070343936435,0.603372988152612,0.0218160432178081,1.21650030509175,1.08753730410347,1.57000725636286,0.318504404692719,1.15675499573637,1.34152764789381,0.96282021307857,1,1,5,3,0,0,3,0,0,1,1,2.66666666666667,0
"318",0.377614701552581,0.0189116719453212,0.971777106712841,0.17760987564456,0.603372988152612,2.57189384768365,1.09180315061419,1.18493139576513,0.319255920500502,-1.04376665481006,0.82083812578691,0.108648154307713,0.303309464392389,1,1,4,3,0,0,4,0,0,1,1,3.33333333333333,0
"319",0.924065472180354,0.205369392172931,1.90609504884228,1.41070343936435,0.603372988152612,0.832561666818777,1.28016074205448,1.08753730410347,1.57000725636286,-0.313978587219288,0.484921255837449,1.83510114719918,0.983555247468209,0,1,4,3,0,0,4,0,0,2,1,3.66666666666667,0
"320",0.5709100822354,0.899298986865226,0.0835997983548252,0.17760987564456,2.15606834183491,0.512034327255603,1.13527574912932,0.243920491573596,0.944631588431683,0.318504404692719,-0.186912484061474,0.799184596727284,0.322556120719765,1,1,3,3,0,0,3,0,0,1,0,3.33333333333333,0
"321",1.55398334180583,1.17595113863149,1.84679895903616,1.41070343936435,-0.949322365529688,1.69987093857795,1.14661680568334,1.79981269214373,1.57000725636286,-1.09241919264945,0.484921255837449,0.895583120655634,0.854428163735859,1,1,4,3,0,1,4,0,0,2,1,4,0
"322",1.21017683819663,0.597790545262934,1.68963867688686,1.41070343936435,0.603372988152612,1.8507073336665,1.04487097619755,1.8839617302781,1.57000725636286,-0.946461579131294,0.82083812578691,1.68087197060766,0.854428163735859,1,1,4,3,0,0,4,0,0,2,1,3.66666666666667,0
"323",0.787695942687968,0.297994486138458,2.00323533567258,1.41070343936435,0.603372988152612,0.455470679097396,1.07869577153607,1.46541654741267,1.57000725636286,-0.119368435861747,0.484921255837449,2.26176374046966,0.63795117239461,1,1,4,3,1,0,3,0,0,1,1,3.33333333333333,0
"324",-0.892631537187952,-0.833869730847145,-0.648471855280022,0.17760987564456,-0.949322365529688,-1.22258421626275,0.945791486340686,-0.77829030397246,-0.306119747430679,-1.04376665481006,0.149004385887988,-0.792589066847308,0.647377069258582,1,1,3,2,1,0,2,0,0,1,0,2.33333333333333,0
"325",1.117772398847,0.459798488251717,2.27350322603794,2.64379700308413,0.603372988152612,0.398907030939189,1.14661680568334,0.902392358865199,0.319255920500502,-0.946461579131294,1.82858873563529,1.27933183173295,-1.47489243038047,1,1,4,3,1,0,2,0,1,1,1,2.66666666666667,0
"326",-0.832556084670945,-1.13093825714989,-1.7990042468826,-1.05548368807522,-0.949322365529688,-0.562674987750332,-0.963702640901991,-1.73766679680841,-1.55687108329304,1.6807754641955,-0.522829354010935,-2.00632373150628,1.0658797128175,1,0,3,3,1,0,1,1,0,0,0,3,0
"327",-2.15318539958467,0.383908441718621,0.565627662592387,-2.28857725179501,2.15606834183491,-0.0300339675938817,0.887823741722542,1.6554373576142,1.57000725636286,-0.362631125058673,0.82083812578691,1.59835268372618,0.111104571638126,1,1,4,3,0,0,4,0,0,1,0,3.66666666666667,0
"328",0.5709100822354,0.515392832128121,-0.110187755567742,0.17760987564456,-0.949322365529688,-0.883202327313506,-0.963702640901991,-0.414972585518658,-0.93149541536186,1.14559754796227,-0.522829354010935,0.0929100043896171,0.293376760810764,1,1,3,3,0,0,2,0,0,1,0,2.33333333333333,0
"329",-0.773647219830342,0.563371516452231,1.23769913008727,2.64379700308413,-0.949322365529688,-0.180870362682434,-0.963702640901991,0.591095486921122,-0.306119747430679,-0.362631125058673,-0.186912484061474,0.347800282862791,1.20203373994251,0,0,4,3,1,0,2,0,1,1,1,2.33333333333333,0
"330",-0.289375456879063,-0.647422806020155,-0.571953451002457,0.17760987564456,-0.949322365529688,-1.36870697400478,-0.963702640901991,-2.01946818523419,-1.55687108329304,1.77808053987427,-0.858746223960395,-1.27967780722162,0.80077404928425,1,0,3,2,1,0,1,0,0,0,1,2.66666666666667,0
"331",0.296710941292182,0.343449636606095,0.581855321615986,3.87689056680392,-0.949322365529688,-0.60038408652247,0.979269808904311,-0.929376497566177,0.319255920500502,0.99963993444411,-1.19466309390986,0.210906193015899,-1.47489243038047,1,1,3,3,0,0,2,0,0,1,0,2.33333333333333,0
"332",0.171160146879297,-0.16893570932544,-0.948303264503943,0.17760987564456,-0.949322365529688,-0.80778412976923,-0.963702640901991,-0.528474991089216,-0.306119747430679,-0.362631125058673,-0.522829354010935,0.0261190397321282,-1.47489243038047,1,1,3,3,1,0,2,0,0,1,0,2.33333333333333,0
"333",0.752623746113961,0.349149796921802,0.398515602106381,0.17760987564456,0.603372988152612,1.88841643243864,-0.963702640901991,1.31538850558252,0.944631588431683,-0.849156503452524,0.82083812578691,1.50813919220298,-1.47489243038047,1,1,4,3,1,0,4,0,0,2,0,2.66666666666667,0
"334",-0.339520585586343,-0.163678779091611,-0.166868011107719,-1.05548368807522,0.603372988152612,0.0218160432178081,1.06115946095375,0.499248261752249,0.944631588431683,-0.897809041291909,0.484921255837449,0.273473629298308,0.111104571638126,1,1,4,3,0,0,4,0,0,2,0,3.33333333333333,0
"335",-0.339520585586343,0.028019909672357,0.415636804415198,0.17760987564456,2.15606834183491,-0.034747604940399,0.812001855203512,0.305124149171706,1.57000725636286,-0.605893814255598,-0.522829354010935,0.751977776363832,0.217134196825055,1,1,3,3,0,0,3,0,0,1,1,3.66666666666667,0
"336",0.644906707130921,5.70567784893509,0.684449826021764,0.17760987564456,2.15606834183491,0.233929723811085,1.54059829305147,0.759337163459444,2.19538292429404,0.99963993444411,-0.522829354010935,1.46455390039996,-1.47489243038047,0,1,3,3,0,0,4,0,0,1,1,3.33333333333333,0
"337",0.787695942687968,0.905111707584625,0.912518279646956,0.17760987564456,0.603372988152612,0.926834413749122,1.03218549784802,2.04932296108924,0.944631588431683,-1.04376665481006,1.15675499573637,1.45487328244839,0.350001000710374,0,1,4,3,1,0,4,0,0,2,0,4,0
