"","LotFrontage","LotArea","MasVnrArea","GrLivArea","BedroomAbvGr","KitchenAbvGr","Fireplaces","GarageCars","WoodDeckSF","TotBathrooms","Age","HouseQC","TotalSqFeet","TotalPorchSF","PricePerSF"
"491",3.09104245335832,7.88833450073865,0,7.17395831975679,3,0.693147180559945,1,1,4.95582705760126,1.5,32,6.6,7.17395831975679,3.2188758248682,4.49077098923782
"492",4.38202663467388,9.15809926013049,0,7.36454701425564,3,0.693147180559945,2,1,0,2,56,7,7.67182679787878,3.49650756146648,4.1427500313316
"493",4.66343909411207,9.65367913251243,0,7.2841348061952,3,0.693147180559945,0,2,0,2.5,0,7,7.2841348061952,0,4.78474644860397
"494",4.26267987704132,8.97866048963969,0,7.14677217945264,3,0.693147180559945,1,1,0,1.5,48,6.6,7.68524360797583,0,4.28033116972848
"495",3.93182563272433,8.66302363962778,0,6.78784498230958,2,0.693147180559945,0,1,4.97673374242057,1,13,7,6.78784498230958,4.61512051684126,4.64484660359238
"497",4.49980967033027,9.44880593938818,0,8.07992777075827,4,0.693147180559945,1,2,5.57972982598622,4,14,7.4,8.40290404501411,5.90536184805457,4.57917705327293
"498",4.11087386417331,9.11833472618016,0,7.50714107972761,4,0.693147180559945,0,1,0,3,58,7.4,7.67322312112171,4.61512051684126,4.4615448106321
"499",4.18965474202643,8.96200720958831,4.49980967033027,6.80239476332431,3,0.693147180559945,0,1,4.17438726989564,1,5,6.8,7.20785987143248,0,4.5784943256299
"500",4.26267987704132,8.9274468162562,0,6.81673588059497,2,0.693147180559945,0,1,2.56494935746154,1.5,22,6.8,7.17242457712485,5.65599181081985,4.53438176007387
"501",3.09104245335832,7.54486106865846,5.65599181081985,7.10578612948127,3,0.693147180559945,0,1,4.97673374242057,1.5,34,6.6,7.36201055125973,3.36729582998647,4.2876007524544
"502",4.33073334028633,9.190545744648,0,7.47816969415979,3,0.693147180559945,0,2,0,2.5,3,7.2,7.68202151082687,4.69134788222914,4.65934033456944
"503",4.26267987704132,9.12380161055894,0,7.10249935577465,2,0.693147180559945,0,2,0,2,42,6.8,7.60539236481493,5.22035582507832,4.25874419221302
"504",4.61512051684126,9.65521848244118,0,7.49665243816828,1,0.693147180559945,2,2,0,3,13,7.4,8.02256894698825,5.37527840768417,4.56243253449603
"505",3.2188758248682,7.7445698093545,0,7.18765716411496,3,0.693147180559945,1,2,5.56452040732269,3,35,6.6,7.6377164326648,0,4.27496371714647
"506",4.11087386417331,8.93550871150322,5.88887795833288,7.58120982619635,4,1.09861228866811,0,2,0,2,57,6.4,7.58120982619635,0,4.16698157938804
"507",4.39444915467244,9.16481985667437,4.83628190695148,7.55590509361135,3,0.693147180559945,1,2,5.20948615284142,2.5,12,7.4,7.73718007783463,4.40671924726425,4.552249065538
"508",4.33073334028633,8.96992349199152,0,7.10578612948127,2,0.693147180559945,0,2,0,2,0,7,7.1276936993474,4.63472898822964,5.12580298351596
"509",4.11087386417331,9.16962253869762,0,7.2291138777933,3,0.693147180559945,1,2,0,2,3,8.4,7.32646561384032,4.76217393479776,4.67274269439811
"510",4.39444915467244,9.16962253869762,4.89034912822175,6.94889722231331,3,0.693147180559945,0,1,5.41610040220442,2,50,6.6,7.61726781362835,4.48863636973214,4.13147471088811
"511",4.33073334028633,9.58603332175068,4.26267987704132,7.21817683840341,2,0.693147180559945,2,1,5.78382518232974,2,9,6.62857142857143,7.69348164083518,5.35185813347607,4.33328007420496
"512",3.71357206670431,8.8236479491913,4.55387689160054,7.22183582528845,2,0.693147180559945,1,2,4.89034912822175,2,0,7.2,7.22183582528845,3.58351893845611,5.00493192626724
"513",4.26267987704132,9.11613957657736,0,6.76272950693188,3,0.693147180559945,0,2,0,2,48,6.4,7.35244110024358,0,4.43465042585424
"514",4.27666611901606,9.12565356380899,0,6.98564181763921,3,0.693147180559945,0,2,4.79579054559674,1.5,24,7,7.25629723969068,5.06890420222023,4.56051552661527
"515",4.02535169073515,9.2681374707024,0,6.67203294546107,2,0.693147180559945,0,1,0,1,57,6.4,6.67203294546107,4.72738781871234,4.81467488852211
"516",4.55387689160054,9.410911062438,5.72358510195238,7.61134771740362,3,0.693147180559945,1,3,5.05624580534831,3.5,0,8.2,8.14815643992162,4.00733318523247,4.76702179218075
"518",4.38202663467388,9.23102496316902,6.82654522355659,7.76004068088038,3,0.693147180559945,1,3,5.39816270151775,2.5,12,7.2,7.76004068088038,0,4.73667734693702
"519",4.26267987704132,9.16240983821863,0,7.49387388678356,3,0.693147180559945,0,2,0,3.5,9,6.6,7.82524529143177,3.61091791264422,4.44655578826158
"520",3.98898404656427,9.29825967001407,0,7.64060382639363,3,0.693147180559945,2,1,0,1.5,5,8,7.64060382639363,4.98360662170834,4.73180283692146
"521",4.11087386417331,9.28739400141847,0,7.16626597413364,3,1.09861228866811,0,0,5.39816270151775,2,8,6.6,7.16626597413364,5.78382518232974,4.42016187007324
"522",4.51085950651685,9.39174484170765,0,7.12689080889881,3,0.693147180559945,2,1,0,1.5,50,6.8,7.61184239958042,3.71357206670431,4.32042623077661
"523",3.93182563272433,8.5173931714189,0,7.41758040241454,3,0.693147180559945,2,2,0,2,56,7.4,7.63240112660145,4.11087386417331,4.35763435870359
"524",4.87519732320115,10.5990069172411,6.63725803128446,8.45041215772589,3,0.693147180559945,1,3,5.34233425196481,4.5,-1,8.2,8.8446246833853,6.00881318544259,3.31913337712923
"525",4.56434819146784,9.37483734385759,6.38856140554563,7.78280726283969,3,0.693147180559945,1,3,5.48063892334199,3.5,10,7.2,8.04494704961772,4.11087386417331,4.62790308716136
"526",4.14313472639153,8.92279162396964,0,7.14440718032114,3,0.693147180559945,1,2,3.66356164612965,2,1,7.2,7.14440718032114,4.97673374242057,4.94178910559942
"527",4.26267987704132,9.4955944993533,0,6.83410873881384,2,0.693147180559945,0,1,5.5683445037611,1,7,6.8,7.17472430983638,5.05624580534831,4.62643669508389
"528",4.21950770517611,9.61239968694951,5.59471137960184,7.90617884039481,3,0.693147180559945,1,3,4.84418708645859,3.5,0,8,8.30498958014036,4.20469261939097,4.71293591957635
"529",4.07753744390572,9.11591979635669,0,6.40687998606931,2,0.693147180559945,0,0,0,2,5,6.6,6.86066367144829,4.97673374242057,4.51350811812072
"530",4.26267987704132,10.3941818950051,0,7.83042561782033,4,1.09861228866811,2,2,0,4,32,5.45714285714286,8.22550309756692,5.30330490805908,4.00239331264417
"532",4.11087386417331,8.72518249495877,0,7.21744343169653,3,0.693147180559945,0,2,0,2,9,7.2,7.21744343169653,4.44265125649032,4.55366046815176
"533",4.11087386417331,8.88197518424887,0,6.71901315438526,2,0.693147180559945,1,1,0,1,3,5.94285714285714,6.71901315438526,0,4.87510501437267
"534",3.93182563272433,8.5173931714189,0,5.81413053182507,1,0.693147180559945,0,0,0,1,57,4.4,5.81413053182507,0,4.77630162175046
"535",4.31748811353631,9.11129321837495,0,7.25488481007734,3,0.693147180559945,1,2,4.61512051684126,2.5,2,7.4,7.25488481007734,3.58351893845611,4.84327341700964
"536",4.26267987704132,8.8538082749772,0,7.20637729147225,3,0.693147180559945,0,0,4.45434729625351,2,17,6.8,7.74802852443238,5.00394630594546,3.85896467823861
"537",4.06044301054642,9.09661160664784,0,7.45298232946546,3,0.693147180559945,0,2,4.79579054559674,2.5,9,6.8,7.45298232946546,5.04985600724954,4.70092321224792
"538",4.30406509320417,9.45218790808416,0,6.76272950693188,3,0.693147180559945,0,2,5.37989735354046,1,36,6.2,7.28961052145117,0,4.34368122139398
"539",4.29045944114839,9.35478697634121,5.24174701505964,7.05617528410041,3,0.693147180559945,1,1,6.1463292576689,1.5,38,6.4,7.5137092478397,0,4.46871499734571
"540",4.26267987704132,9.34347168457936,6.17378610390194,7.3790081276283,3,0.693147180559945,1,2,5.19849703126583,3,8,7.4,7.99294454731811,0,4.53177062222425
"541",4.45434729625351,9.58891378461603,6.37161184723186,7.51697722460432,2,0.693147180559945,1,3,5.6021188208797,3,3,8,8.03883475778775,4.23410650459726,4.63160276940963
"542",4.49980967033027,9.30574145673943,4.29045944114839,7.73455884435476,4,0.693147180559945,1,3,0,2.5,7,7.4,7.73455884435476,4.04305126783455,4.6962342442095
"543",4.36944785246702,9.224341891612,0,7.42714413340862,3,0.693147180559945,1,2,4.36944785246702,3,10,6.05714285714286,7.99023818572036,4.30406509320417,4.29406443458051
"544",3.55534806148941,8.3086919168389,5.20948615284142,6.64378973314767,1,0.693147180559945,0,1,4.79579054559674,2,9,6.8,7.30720231476474,3.71357206670431,4.50271372687809
"545",4.07753744390572,9.74712609741171,0,7.31121838441963,3,0.693147180559945,1,2,4.61512051684126,3.5,0,7.2,7.62608275807238,3.2188758248682,4.48459973250432
"546",4.39444915467244,9.53517371005876,5.18738580584075,7.6889133368648,4,0.693147180559945,0,3,0,2.5,18,7.6,8.12799505577195,0,4.22845951153967
"547",4.26267987704132,9.07543660951138,0,7.40000951716269,3,0.693147180559945,1,2,0,1.5,57,7,7.56837926783652,5.20948615284142,4.69617229740414
"548",4.00733318523247,8.88806685475478,0,6.64509096950564,2,0.693147180559945,0,2,4.65396035015752,2,37,7.2,7.23561914106675,0,4.5471912141991
"549",3.91202300542815,9.01627006814768,0,6.71659477352098,2,0.693147180559945,0,2,4.94875989037817,2,13,7.2,7.40913644392013,3.93182563272433,4.34065208853519
"550",4.33073334028633,9.14590851181679,0,7.64730883235624,4,0.693147180559945,1,2,5.20948615284142,2.5,5,7.2,7.64730883235624,5.20948615284142,4.84100836762181
"552",3.93182563272433,8.69968140098951,0,6.83410873881384,3,0.693147180559945,0,1,0,1,51,6.6,7.12044437239249,0,4.5219996142979
"553",4.47733681447821,9.31892568238962,5.52545293913178,7.4489161025442,3,0.693147180559945,1,3,5.13579843705026,2,3,7.4,7.4489161025442,3.68887945411394,5.00934150468687
"554",4.21950770517611,9.08000387024818,0,7.02731451403978,2,0.693147180559945,0,2,0,2,6,6.2,7.02731451403978,4.57471097850338,4.57383164820326
"555",4.45434729625351,9.27105910701089,5.68017260901707,7.62413058566129,3,0.693147180559945,1,3,5.77144112313002,3.5,4,7.2,7.97693875695943,4.14313472639153,4.59033541819853
"556",4.07753744390572,8.76108010386835,0,6.9555926083963,2,0.693147180559945,1,1,0,1,56,6.6,6.9555926083963,4.76217393479776,4.68973582650944
"557",4.24849524204936,9.60582248203094,0,6.99668148817654,2,0.693147180559945,1,1,5.59471137960184,2,49,6.4,7.59488438721652,4.81218435537242,4.27612775346684
"559",4.06044301054642,9.99300827847454,0,7.27724772663148,3,0.693147180559945,1,2,5.57972982598622,3,11,6.8,7.62608275807238,3.13549421592915,4.4585923854076
"560",3.78418963391826,8.06996814905984,2.94443897916644,7.35115822643069,2,0.693147180559945,1,2,4.969813299576,2,2,7.2,7.35115822643069,3.04452243772342,5.01919202953465
"561",4.29045944114839,9.33626792857397,5.19849703126583,7.23921497377981,3,0.693147180559945,1,2,0,2.5,14,5.74285714285714,7.8991534833431,4.56434819146784,3.83081778116554
"562",4.35670882668959,9.21143976741948,0,7.23705902612474,2,0.693147180559945,1,2,5.48479693349065,2,31,6.4,7.85709386490249,3.66356164612965,4.20192676605793
"563",4.15888308335967,9.54021949312775,0,6.90475076996184,3,0.693147180559945,1,0,4.97673374242057,2,39,6.6,7.16006920759613,0,4.44243167333146
"565",4.49980967033027,9.49904691947415,0,7.73892375743946,4,0.693147180559945,1,2,0,3.5,6,7.2,8.01433573729942,3.71357206670431,4.49595397232976
"566",4.20469261939097,8.83331693749932,0,7.40731771046942,4,0.693147180559945,0,1,0,2.5,60,6.4,7.40731771046942,5.31320597904179,4.36585992130047
"567",4.35670882668959,9.32357976758269,5.50533153593236,7.82604401351897,4,0.693147180559945,1,3,4.97673374242057,2.5,1,7.6,7.82604401351897,3.68887945411394,4.87361081550333
"568",4.26267987704132,9.22739412654201,5.12989871492307,7.33693691370762,3,0.693147180559945,0,2,0,2,6,7.2,7.33823815006559,0,4.94330012398516
"569",4.38202663467388,9.41962837699995,0,7.66528471847135,1,0.693147180559945,1,2,5.85793315448346,2.5,0,7.71428571428571,8.18144069571937,3.71357206670431,4.49545589566745
"570",4.30406509320417,8.85836863630802,0,6.8501261661455,2,0.693147180559945,2,2,3.76120011569356,2,27,6.4,7.54274354536855,0,4.29167893579002
"571",4.31748811353631,9.48052016929182,4.69134788222914,7.45529848568329,6,1.09861228866811,0,2,0,2,43,6.4,7.58069975222456,0,4.30125358975475
"573",4.43081679884331,9.48493720487931,0,7.43425738213314,3,0.693147180559945,0,2,5.34233425196481,2.5,0,6.8,7.43425738213314,4.74493212836325,4.89547293494065
"574",4.34380542185368,9.20713524102723,0,7.26612877955645,3,0.693147180559945,1,2,4.61512051684126,2.5,7,6.8,7.26612877955645,0,4.78650057574757
"575",4.26267987704132,9.25922576970599,4.4188406077966,7.01211529430638,3,0.693147180559945,0,1,3.58351893845611,1.5,2,6.8,7.28550654852279,0,4.5678428781138
"577",3.97029191355212,8.74719318352693,0,7.29844510150815,3,0.693147180559945,1,1,0,2.5,59,7.2,7.29844510150815,3.93182563272433,4.59685541599559
"580",4.40671924726425,9.40516674990861,5.8171111599632,7.49331724886215,4,0.693147180559945,0,1,0,2,54,6.4,7.49331724886215,0,4.30755969516358
"581",4.30406509320417,9.58781744354418,4.45434729625351,7.26542972325395,3,0.693147180559945,2,2,5.37989735354046,1.5,20,6.8,7.71556953452021,4.70953020131233,4.40833887445193
"582",4.59511985013459,9.44975089575427,5.7268477475872,7.62217459481762,3,0.693147180559945,1,3,0,2.5,0,7.8,7.62217459481762,4.51085950651685,4.82864668872385
"583",4.40671924726425,9.37940781309172,4.65396035015752,6.70563909486,3,0.693147180559945,0,0,0,2,17,7,7.39817409297047,3.49650756146648,4.29878488168343
"584",4.33073334028633,9.51051903575725,0,7.9287663216267,3,0.693147180559945,1,2,4.66343909411207,3.5,8,9.8,7.9287663216267,6.22059017009974,4.77167665018707
"585",3.95124371858143,8.71948076085107,0,7.36137542897735,3,0.693147180559945,0,1,0,1,14,6.6,7.36137542897735,5.16478597392351,4.44912217865911
"586",4.48863636973214,9.34522085417,5.34233425196481,7.61529833982581,2,0.693147180559945,2,3,5.78996017089725,3,0,7.4,8.15737044118677,4.20469261939097,4.67328958742611
"587",4.02535169073515,9.23678754199103,0,6.73221070646721,2,0.693147180559945,0,1,0,2,8,7.4,7.41155628781116,4.72738781871234,4.37698067247211
"588",4.31748811353631,9.07577987858049,0,6.75809450442773,2,0.693147180559945,0,2,0,2,27,6.6,7.33498187887181,0,4.50452727455317
"589",4.18965474202643,10.1304637498705,0,7.29573507274928,1,0.693147180559945,2,1,0,3,6,7,7.93666015522543,4.69134788222914,3.95366782901136
"590",3.93182563272433,9.11613957657736,0,6.84161547647759,2,0.693147180559945,0,1,0,1,48,6.6,6.99576615630485,0,4.30229227389591
"591",4.17438726989564,9.02653771890043,0,7.36707705988101,3,0.693147180559945,0,2,0,2.5,4,7.2,7.63675211243578,3.8286413964891,4.50777869117041
"592",4.58496747867057,9.50888819773827,6.04263283368238,7.7393592026891,3,0.693147180559945,1,3,5.94803498918065,3.5,1,8.2,8.19836438996762,5.61677109766657,4.83124614245736
"593",4.11087386417331,8.79497643168877,0,6.70563909486,2,0.693147180559945,0,2,0,2,5,7.4,7.39817409297047,0,4.44920413387904
"594",4.26267987704132,8.39750834847026,5.14166355650266,6.74405918631135,1,0.693147180559945,0,2,4.94875989037817,2,6,7,7.3356339819272,0,4.5253063055508
"595",4.48863636973214,8.98607118737446,0,6.82979373751242,3,0.693147180559945,0,1,0,1,33,6.6,6.82979373751242,0,4.7878884894645
"596",4.24849524204936,9.33282345619073,5.47646355193151,7.51043055637801,3,0.693147180559945,1,3,5.19849703126583,3,0,7.4,8.0861025356691,5.27811465923052,4.59728201313909
"597",4.11087386417331,8.18896686364888,0,7.22183582528845,3,0.693147180559945,0,1,0,1,13,7,7.22183582528845,5.06890420222023,4.43913631438287
"598",3.98898404656427,8.27461194620955,4.29045944114839,7.24636808010246,2,0.693147180559945,1,3,4.79579054559674,2,0,7.2,7.24636808010246,2.83321334405622,4.93818730629401
"599",4.39444915467244,9.47155012409685,6.13122648948314,7.40731771046942,3,0.693147180559945,1,2,0,3,29,6.6,8.03203531439882,0,4.27229174393786
"600",3.2188758248682,7.57609734062311,0,7.350516171834,3,0.693147180559945,1,2,5.08759633523238,3.5,28,7.2,7.71868549519847,0,4.22157837653237
"601",4.31748811353631,9.29908358181057,5.63835466933375,7.5522372875608,3,0.693147180559945,1,2,5.19295685089021,3.5,1,7.4,7.80425138352811,4.11087386417331,4.72955271221527
"602",3.93182563272433,9.10509096125709,0,7.22693601849329,3,0.693147180559945,1,1,0,1.5,57,7.2,7.22693601849329,5.66642668811243,4.64001069064881
"604",3.43398720448515,8.06557942728209,0,7.09090982207998,2,0.693147180559945,0,2,0,2.5,5,7.2,7.09090982207998,5.15329159449778,4.84287388863363
"605",4.48863636973214,9.45751290108975,4.60517018598809,7.30988148582479,3,0.693147180559945,1,2,5.26269018890489,3,6,7.2,7.79028238070348,3.61091791264422,4.52692222440973
"606",4.45434729625351,9.51789859843275,5.17614973257383,7.59438124255182,3,0.693147180559945,3,2,0,2.5,19,7,7.80016307039296,5.44673737166631,4.4428441019253
"607",4.4188406077966,9.43067999595766,0,6.94793706861497,3,0.693147180559945,0,2,5.12989871492307,2,13,6.8,7.48042830607421,0,4.46336213369832
"608",4.36944785246702,8.96200720958831,0,7.60539236481493,3,0.693147180559945,0,1,4.64439089914137,4,4,7.4,7.86787149039632,0,4.46790474177153
"609",4.36944785246702,9.4066470133368,0,8.06934236681164,4,0.693147180559945,2,2,0,2.5,9,7.2,8.19505769089508,0,4.60661034117781
"610",4.12713438504509,8.98017220572501,5.26269018890489,6.93731408122368,3,0.693147180559945,0,1,4.17438726989564,2,46,5.8,7.56682847920833,3.68887945411394,4.13252954250185
"611",4.26267987704132,9.31027620058878,5.32300997913841,7.67508185771633,3,0.693147180559945,2,3,5.53733426701854,3.5,9,7.6,8.02551638648901,4.96284463025991,4.63848853415858
"612",4.39444915467244,9.24917639576138,5.4553211153577,6.94022246911964,3,0.693147180559945,1,2,0,2.5,29,6.8,7.40123126441302,0,4.5153470627745
"613",4.26267987704132,9.38311651592661,4.69134788222914,7.53529670244409,3,0.693147180559945,1,2,5.08140436498446,3.5,8,7.4,7.95962530509811,4.81218435537242,4.52579869488044
"614",4.26267987704132,9.03634406392822,0,7.02197642307216,3,0.693147180559945,0,0,0,1,0,6.4,7.19067603433221,3.43398720448515,4.7172456623101
"615",3.09104245335832,7.30787278076371,0,6.44730586254121,1,0.693147180559945,0,0,4.57471097850338,2,38,6.4,7.13966033596492,3.2188758248682,4.10957195017611
"617",4.17438726989564,8.96979630598181,0,7.31986492980897,3,0.693147180559945,1,2,4.61512051684126,3.5,3,7,7.58426481838906,4.33073334028633,4.54525169832008
"618",4.0943445622221,8.88571765171212,0,6.72503364216684,2,0.693147180559945,0,2,0,1,54,6.8,6.72503364216684,0,4.85048911301409
"619",4.51085950651685,9.36691667901828,6.11589212548303,7.51152464839087,3,0.693147180559945,1,3,0,2,0,8,7.53743003658651,5.91079664404053,5.12877836917137
"620",4.45434729625351,9.41287296938627,5.4249500174814,7.72444664563354,4,0.693147180559945,2,3,5.12989871492307,3.5,5,7.4,8.05006542291597,0,4.5885404959787
"621",3.8286413964891,9.01784725986073,0,6.76272950693188,2,0.693147180559945,0,0,0,2,58,5.6,6.80903930604298,4.61512051684126,4.31793000483824
"622",4.51085950651685,9.28739400141847,0,7.86901937649902,4,0.693147180559945,1,2,3.66356164612965,2.5,11,7,8.23031079913502,5.4971682252932,4.17386228382852
"623",4.27666611901606,8.86290829511863,5.03695260241363,6.88857245956536,3,0.693147180559945,0,2,5.26269018890489,1,32,6.6,7.34018683532012,0,4.4848351955646
"624",4.29728540621879,7.65822752616135,6.24222326545517,7.32184971378836,2,0.693147180559945,1,2,0,2.5,7,7,7.56682847920833,3.49650756146648,4.47978065440114
"625",4.39444915467244,9.24965723435313,5.66642668811243,7.49052940206071,4,0.693147180559945,1,2,5.00394630594546,3,34,6.31428571428571,7.61972421378267,4.99721227376411,4.40763480918698
"626",4.47733681447821,9.21044036697652,5.5683445037611,7.0184017990692,3,0.693147180559945,0,2,0,1.5,48,6.8,7.0184017990692,5.95583736946483,4.97237373848647
"627",4.30406509320417,9.42084437974393,0,7.26052259808985,3,0.693147180559945,1,1,0,1,29,5.82857142857143,7.26052259808985,3.61091791264422,4.59897664328827
"628",4.39444915467244,9.16962253869762,5.10594547390058,7.32712329225929,3,0.693147180559945,2,1,0,2,38,6.8,7.75233516330229,5.24702407216049,4.20137607994619
"630",4.4188406077966,9.10731047165664,5.56068163101553,7.2086003379602,3,0.693147180559945,0,2,5.17614973257383,2.5,44,6.6,7.74543561027438,0,4.30330430311627
"632",3.55534806148941,8.43185314424922,4.69134788222914,7.34923082461333,2,0.693147180559945,1,2,5.05624580534831,2,1,7.4,7.36454701425564,4.30406509320417,4.89606951098836
"634",4.39444915467244,9.13248693277132,0,6.96318998587024,3,0.693147180559945,0,1,5.96870755998537,1.5,2,6.8,7.60339933974067,0,4.25647585838288
"635",4.17438726989564,8.85080419575642,0,6.96318998587024,0,1.09861228866811,0,2,5.57972982598622,2,30,6.6,7.65586401761606,4.04305126783455,4.23673808506332
"637",3.95124371858143,8.71948076085107,0,6.68586094706836,1,0.693147180559945,1,0,0,1,59,3.45714285714286,6.68586094706836,0,4.33073334028633
"638",3.93182563272433,8.69968140098951,0,7.23561914106675,3,1.09861228866811,0,1,0,2,55,6.2,7.23561914106675,0,4.2202602104712
"639",4.21950770517611,9.08000387024818,0,6.68085467879022,2,0.693147180559945,0,0,5.79605775076537,1,58,6.8,6.68085467879022,5.10594547390058,4.6801284784983
"640",3.98898404656427,8.28979058318164,0,7.35755620091035,1,0.693147180559945,1,3,5.74620319054015,3,0,7.4,7.90912218321141,0,4.58730482100898
"641",4.14313472639153,9.44762348684411,6.15909538849193,7.32580750259577,1,0.693147180559945,1,2,5.2257466737132,1.5,4,7.8,7.91461770904068,4.94875989037817,4.61656698337633
"642",4.29728540621879,8.86092472971904,0,7.56527528189893,3,0.693147180559945,1,2,0,3.5,6,7.2,7.88908440703551,5.46383180502561,4.45131255158278
"643",4.33073334028633,9.53683442021335,0,7.90285719128058,4,0.693147180559945,3,2,5.59842195899838,3.5,14,7.8,8.32239411311117,4.71849887129509,4.44100272519843
"644",4.39444915467244,9.28674570317859,5.57594910314632,7.39079852173568,4,0.693147180559945,0,2,5.34233425196481,2.5,38,5.82857142857143,7.78364059622125,0,4.16407790023678
"645",4.45434729625351,9.12565356380899,5.09375020080676,7.4770384723197,2,0.693147180559945,1,3,5.27811465923052,3.5,0,8,7.96831950001272,4.87519732320115,4.86340935699802
"646",4.30406509320417,9.2620785673806,0,6.88959130835447,3,0.693147180559945,0,2,0,2.5,36,6.6,7.1693500166706,5.8664680569333,4.71278701404185
"647",4.11087386417331,8.88197518424887,0,6.9555926083963,3,0.693147180559945,0,2,0,1,58,5.82857142857143,6.9555926083963,3.3322045101752,4.55174525204582
"648",4.45434729625351,9.25464429753271,5.37989735354046,6.9985096422506,3,0.693147180559945,2,2,0,1,55,6.6,7.37462901521894,5.66296048013595,4.58740988827843
"649",4.26267987704132,8.94910546953925,5.8636311755981,7.51752085060303,4,0.693147180559945,1,2,0,1.5,44,6.6,7.51752085060303,5.83188247728352,4.44599785585711
"650",3.09104245335832,7.568895663407,0,6.44730586254121,1,0.693147180559945,0,0,0,2,37,6.4,7.13966033596492,0,4.22044097635911
"651",4.18965474202643,9.00282407654767,0,7.41818082272679,3,0.693147180559945,0,2,0,2.5,1,7.4,7.41818082272679,0,4.82586027958437
"652",4.11087386417331,9.11437998083027,0,7.32052696227274,4,0.693147180559945,1,1,4.79579054559674,2,59,6.2,7.32052696227274,0,4.28390621846084
"653",4.26267987704132,9.07692325853583,0,7.44833386089748,2,0.693147180559945,1,2,0,2.5,13,7.2,7.44833386089748,4.79579054559674,4.72122160152524
"654",4.11087386417331,9.24193593356593,0,7.29301767977278,3,0.693147180559945,0,1,4.06044301054642,1,13,7,7.29301767977278,5.48063892334199,4.53151558541364
"655",4.52178857704904,9.25320827220336,6.49375383985169,7.65633716643018,2,0.693147180559945,1,3,5.46806014113513,3.5,13,8,8.24538446812075,3.85014760171006,4.5313905320063
"657",4.29045944114839,9.21114005214675,4.00733318523247,6.96034772910131,3,0.693147180559945,0,1,0,2.5,2,7.2,7.52833176670725,0,4.3728330776426
"658",4.11087386417331,8.88197518424887,0,7.31521838975297,3,0.693147180559945,1,1,0,1.5,8,6.6,7.31521838975297,4.72738781871234,4.60717881979523
"660",4.33073334028633,9.20412107216227,0,7.30451594646016,3,0.693147180559945,0,2,0,2,10,7.2,7.66105638236183,0,4.37779607812711
"661",4.39444915467244,9.42424134192346,5.4553211153577,7.56837926783652,3,0.693147180559945,1,2,0,2.5,31,7.2,7.56837926783652,5.90263333340137,4.6373846995665
"662",3.97029191355212,10.7491412048108,6.2709884318583,7.80343505695217,4,0.693147180559945,1,3,6.24997524225948,3.5,4,7.8,8.29154650988391,4.34380542185368,4.62278549271537
"663",4.79579054559674,9.51495330508794,5.37989735354046,7.23921497377981,2,0.693147180559945,2,2,0,2,41,4.77142857142857,7.23921497377981,5.48479693349065,4.3823139497168
"664",4.51085950651685,9.2116395277078,0,7.07496319796604,3,0.693147180559945,0,2,0,3,36,6.2,7.73280753042202,5.19849703126583,4.11546296882044
"665",3.91202300542815,9.9473608869801,0,7.64873978895624,1,0.693147180559945,1,3,5.26269018890489,2.5,0,7.4,8.24774388722552,5.59098698051086,4.71663096755526
"666",4.67282883446191,9.32322252903286,3.71357206670431,7.568895663407,3,0.693147180559945,1,2,5.24174701505964,2.5,6,7.4,7.568895663407,4.8283137373023,4.78799092946241
"668",4.18965474202643,9.00282407654767,5.55682806169954,7.4265490723973,3,0.693147180559945,1,2,5.41610040220442,3,10,6.6,7.94378269245863,3.76120011569356,4.24405821077801
"669",4.29045944114839,9.55930567284486,0,7.27100853828099,3,0.693147180559945,1,2,5.72031177660741,2.5,19,6.31428571428571,7.793999089504,0,4.2524637928594
"670",4.39444915467244,9.35884658027541,0,7.07411681619736,2,0.693147180559945,1,1,0,1,56,6.2,7.07411681619736,4.21950770517611,4.76665468233925
"671",4.17438726989564,9.06346317611542,0,7.29776828253138,3,0.693147180559945,0,2,4.61512051684126,3.5,4,7,7.4205789054108,3.58351893845611,4.65352657752748
"672",4.00733318523247,8.79936008317991,0,7.22256601882217,3,0.693147180559945,0,1,4.99721227376411,3,59,7.2,7.56060116276856,0,4.00657532236937
"673",4.39444915467244,9.32821229257107,0,7.09754885061479,3,0.693147180559945,1,2,5.29330482472449,2.5,29,7.2,7.58882987830781,3.76120011569356,4.43727570225861
"674",4.70953020131233,9.57796514710117,4.67282883446191,7.51752085060303,3,0.693147180559945,2,2,0,3,3,7,8.0149968943483,5.66296048013595,4.45578773439569
"675",4.39444915467244,9.12706745278236,0,7.03614849375054,3,0.693147180559945,1,1,6.05678401322862,2,43,6.8,7.61529833982581,0,4.24897413553288
"676",3.2188758248682,7.73630709654828,0,7.27378631784489,3,0.693147180559945,1,2,3.36729582998647,2.5,31,6.8,7.46908388492123,0,4.45155589196061
"677",4.11087386417331,9.16962253869762,0,7.48155570190952,4,1.09861228866811,0,3,0,3,56,5.31428571428571,7.48155570190952,4.51085950651685,3.91285693044577
"678",3.97029191355212,9.1075321519945,0,6.67582322163485,2,0.693147180559945,0,1,5.75890177387728,1,3,7.4,6.67582322163485,4.79579054559674,4.93632528133168
"679",4.39444915467244,9.37966111659289,6.14203740558736,7.62413058566129,3,0.693147180559945,1,3,5.77765232322266,2.5,1,7.4,7.62413058566129,4.4188406077966,5.20982795832539
