"","LotFrontage","LotArea","Street","LotShape","LandSlope","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","MiscVal","YrSold","SalePrice"
"826",114,14803,1,4,2,10,5,2007,2008,816,5,3,5,3,3,6,1636,1,0,442,2078,5,1,2084,0,0,2084,1,0,2,0,2,1,5,7,7,1,4,2007,3,3,1220,3,3,2,188,45,0,0,0,0,0,0,2008,385000
"827",50,6130,1,4,2,5,6,1924,1950,0,3,3,3,3,1,5,784,1,0,0,784,4,1,784,0,0,784,1,0,1,0,2,1,4,5,7,0,0,1924,0,0,0,0,0,2,0,0,116,0,0,0,0,0,2008,109500
"828",65,8529,1,3,2,7,5,2001,2001,0,4,3,4,3,1,6,20,1,0,1434,1454,5,1,1434,0,0,1434,0,0,2,0,3,1,4,6,7,1,3,2001,2,2,527,3,3,2,290,39,0,0,0,0,0,0,2009,189000
"829",80,28698,1,2,0,5,5,1967,1967,0,3,3,3,4,4,2,249,5,764,0,1013,3,1,1160,966,0,2126,0,1,2,1,3,1,3,7,6,0,0,1967,3,2,538,3,3,2,486,0,0,0,225,0,0,0,2009,185000
"830",24,2544,1,4,2,7,5,2005,2005,0,4,3,4,3,1,1,0,1,0,600,600,5,1,520,623,80,1223,0,0,2,1,2,1,4,4,7,0,0,2005,2,2,480,3,3,2,0,166,0,0,0,0,0,0,2006,147400
"831",80,11900,1,3,2,6,5,1957,1957,387,3,3,3,3,1,3,1040,1,0,352,1392,3,1,1392,0,0,1392,1,0,1,1,3,1,3,6,7,2,4,1957,2,2,458,3,3,2,0,0,0,0,192,0,0,0,2008,166000
"832",30,3180,1,4,2,7,5,2005,2005,0,3,3,4,3,1,1,0,1,0,600,600,5,1,520,600,80,1200,0,0,2,1,2,1,4,4,7,0,0,2005,2,2,480,3,3,2,0,166,0,0,0,0,0,0,2006,151000
"833",44,9548,1,3,2,7,6,2003,2003,223,4,3,4,3,1,6,483,1,0,458,941,5,1,941,888,0,1829,1,0,2,1,3,1,4,7,7,1,3,2003,2,2,613,3,3,2,192,39,0,0,0,0,0,0,2010,237000
"834",100,10004,1,4,2,6,6,1964,1964,180,3,3,3,3,1,3,196,4,345,975,1516,3,1,1516,0,0,1516,0,0,1,1,3,1,3,6,7,0,0,1964,2,2,472,3,3,2,0,0,0,0,152,0,0,0,2009,167000
"835",75,7875,1,4,2,5,6,1961,1961,136,3,3,3,3,1,3,572,1,0,572,1144,4,1,1144,0,0,1144,1,0,1,0,3,1,3,6,7,0,0,1961,1,2,456,3,3,2,0,0,0,0,0,0,0,0,2008,139950
"836",60,9600,1,4,2,4,7,1950,1995,0,3,3,4,3,1,4,442,1,0,625,1067,3,1,1067,0,0,1067,0,0,2,0,2,1,4,4,6,0,0,1996,1,2,436,3,3,2,290,0,0,0,0,0,0,0,2010,128000
"837",90,8100,1,4,2,5,6,1948,1973,0,3,3,3,3,1,3,338,1,0,1221,1559,4,1,1559,0,0,1559,1,0,1,0,2,1,3,5,6,0,0,1948,1,2,812,3,3,2,0,116,230,0,0,0,0,0,2007,153500
"838",21,1680,1,4,2,6,5,1973,1973,158,3,3,3,3,1,4,330,1,0,153,483,3,1,483,504,0,987,1,0,1,1,2,1,3,5,7,0,0,1973,1,1,264,3,3,2,0,0,0,0,0,0,0,0,2008,100000
"839",75,9525,1,4,2,5,6,1995,2006,0,3,3,4,3,1,1,0,1,0,1099,1099,5,1,1099,0,0,1099,0,0,1,1,3,1,4,6,7,0,0,1999,1,1,352,3,3,2,278,0,0,0,0,0,0,0,2008,144000
"840",70,11767,1,4,2,5,6,1946,1995,0,3,3,3,3,1,4,352,1,0,416,768,5,1,768,432,0,1200,0,0,1,0,3,1,3,6,7,0,0,1946,1,1,240,3,3,2,0,0,0,0,0,0,0,0,2008,130500
"841",60,12155,1,3,2,6,8,1925,1950,0,3,3,3,3,1,4,156,1,0,516,672,3,0,810,672,0,1482,0,0,2,0,4,1,2,7,7,0,0,1934,1,1,400,3,3,1,0,0,254,0,0,0,0,0,2008,140000
"842",60,10440,1,4,2,5,8,1904,2002,0,3,3,3,3,1,1,0,1,0,650,650,4,1,958,581,0,1539,0,0,2,0,3,1,4,8,7,1,1,1983,1,2,686,4,3,1,70,78,68,0,0,0,0,0,2008,157500
"843",82,9020,1,4,2,6,7,1966,1966,183,3,3,3,3,4,3,312,5,539,276,1127,3,1,1165,0,0,1165,1,0,1,1,3,1,3,6,7,0,0,1966,2,2,490,4,4,2,0,129,0,0,0,0,0,0,2008,174900
"844",80,8000,1,4,2,5,4,1961,1961,0,3,3,3,3,1,1,0,1,0,1800,1800,5,0,1800,0,0,1800,0,0,2,0,6,2,3,10,7,0,0,1961,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2007,141000
"845",100,12665,1,3,2,5,8,1915,1950,0,3,3,3,3,2,1,0,1,0,876,876,4,1,876,540,0,1416,0,0,1,1,4,1,3,7,7,1,4,1949,1,3,720,3,3,2,418,0,194,0,0,0,0,0,2008,153900
"846",72,16647,1,3,2,5,5,1975,1981,0,3,3,4,3,4,5,1390,1,0,0,1390,3,1,1701,0,0,1701,1,0,2,0,3,1,3,6,6,2,3,1975,3,2,611,3,3,2,0,0,0,0,0,0,0,0,2007,171000
"847",75,9317,1,4,2,7,5,1993,1993,137,4,3,4,3,1,5,513,1,0,227,740,5,1,1006,769,0,1775,1,0,2,1,3,1,4,7,7,1,3,1993,1,2,425,3,3,2,234,72,192,0,0,0,0,0,2009,213000
"848",36,15523,1,3,2,5,6,1972,1972,0,3,3,3,3,3,4,460,1,0,404,864,5,1,864,0,0,864,1,0,1,0,3,1,3,5,7,1,2,1972,1,1,338,3,3,2,0,0,0,0,0,0,0,0,2009,133500
"849",75,45600,1,2,2,6,8,1908,1997,0,3,3,3,3,1,1,0,1,0,907,907,3,1,1307,1051,0,2358,0,0,3,0,5,1,3,10,7,1,4,1908,1,2,360,2,3,2,486,40,0,0,175,0,0,0,2008,240000
"850",80,9600,1,4,2,6,7,1976,1994,360,4,4,3,3,1,1,0,1,0,528,528,5,1,1094,761,0,1855,0,0,2,1,3,1,3,7,7,1,3,1976,2,2,512,3,3,2,113,100,0,0,0,0,0,0,2007,187000
"851",36,4435,1,4,2,6,5,2003,2003,170,4,3,4,3,3,6,659,1,0,189,848,5,1,848,0,0,848,1,0,1,0,1,1,4,3,7,0,0,2003,3,2,420,3,3,2,140,0,0,0,0,0,0,0,2007,131500
"852",43,3196,1,4,2,8,5,2003,2003,40,4,3,4,3,4,1,0,1,0,1273,1273,5,1,1456,0,0,1456,0,0,2,0,2,1,4,7,7,1,3,2003,3,2,400,3,3,2,143,20,0,0,0,0,0,0,2006,215000
"853",53,7128,1,4,2,7,5,1941,1950,0,3,4,3,3,1,3,364,1,0,554,918,4,1,918,728,0,1646,0,0,2,0,4,1,3,7,7,2,4,1941,1,1,240,3,3,2,0,0,0,0,126,0,0,0,2007,164000
"854",73,12095,1,3,2,6,6,1964,1964,115,3,4,3,3,4,3,564,1,0,563,1127,3,1,1445,0,0,1445,0,0,1,1,3,1,3,7,7,1,2,1964,2,2,645,3,3,2,180,0,0,0,0,0,0,0,2009,158000
"855",102,17920,1,4,2,5,4,1955,1974,0,3,3,3,3,2,5,306,3,1085,372,1763,3,1,1779,0,0,1779,1,0,1,1,3,1,3,6,7,1,4,1955,1,2,454,3,3,2,0,418,0,0,312,0,0,0,2006,170000
"856",72,6897,1,3,2,5,8,1962,2010,0,3,4,3,3,1,5,659,1,0,381,1040,5,1,1040,0,0,1040,1,0,1,1,3,1,3,6,7,0,0,1962,1,1,260,3,3,2,0,104,0,0,0,0,0,0,2010,127000
"857",70,10970,1,3,1,6,6,1978,1978,0,3,3,4,4,4,6,505,2,435,0,940,3,1,1026,0,0,1026,1,0,1,0,3,1,3,5,7,0,0,1981,1,2,576,3,2,2,0,0,34,0,0,0,0,0,2008,147000
"858",65,8125,1,4,2,6,5,1994,1995,0,3,3,4,3,1,1,0,1,0,702,702,4,1,702,779,0,1481,0,0,2,1,3,1,3,6,7,1,3,1994,3,2,343,3,3,2,0,36,0,0,0,0,0,0,2009,174000
"859",80,10400,1,4,2,7,5,1976,1976,189,3,3,4,3,1,1,0,1,0,1090,1090,3,1,1370,0,0,1370,0,0,2,0,3,1,3,6,7,1,3,1976,2,2,479,3,3,2,0,0,0,0,0,0,0,0,2009,152000
"860",80,11029,1,3,2,6,7,1968,1984,220,3,3,3,3,2,4,619,1,0,435,1054,3,1,1512,1142,0,2654,1,0,2,1,4,1,4,9,7,1,4,1968,1,2,619,3,3,2,0,65,0,0,222,0,0,0,2006,250000
"861",55,7642,1,4,2,7,8,1918,1998,0,4,3,3,3,1,1,0,1,0,912,912,4,1,912,514,0,1426,0,0,1,1,3,1,4,7,7,1,4,1925,1,1,216,3,3,2,0,240,0,0,0,0,0,0,2007,189950
"862",75,11625,1,4,2,5,4,1965,1965,0,3,3,3,3,2,4,841,1,0,198,1039,5,1,1039,0,0,1039,1,0,1,1,3,1,3,6,7,0,0,1965,1,2,504,3,3,2,0,0,0,0,0,0,0,0,2010,131500
"863",81,9672,1,4,2,6,5,1984,1985,0,3,3,4,3,1,6,338,1,0,702,1040,3,1,1097,0,0,1097,0,0,2,0,3,1,3,6,7,0,0,1986,1,2,480,3,3,2,0,0,0,0,0,0,0,0,2010,152000
"864",70,7931,1,4,2,5,5,1959,1959,0,3,3,3,3,1,4,1148,1,0,0,1148,3,1,1148,0,0,1148,1,0,1,0,3,1,3,6,7,0,0,1959,1,1,672,3,3,2,0,0,0,0,0,0,0,0,2009,132500
"865",72,8640,1,4,2,7,5,2007,2008,0,4,3,5,3,1,1,0,1,0,1372,1372,5,1,1372,0,0,1372,0,0,2,0,3,1,4,6,7,0,0,2008,3,2,529,3,3,2,0,140,0,0,0,0,0,0,2008,250580
"866",73,8750,1,3,2,5,6,1970,1970,76,3,3,3,3,1,4,828,1,0,174,1002,3,1,1002,0,0,1002,1,0,1,0,3,1,3,5,7,0,0,1973,1,2,902,3,3,2,0,0,0,0,0,0,0,0,2009,148500
"867",67,10656,1,3,2,8,5,2006,2007,274,4,3,4,3,3,1,0,1,0,1638,1638,5,1,1646,0,0,1646,0,0,2,0,3,1,4,6,7,1,4,2007,2,3,870,3,3,2,192,80,0,0,0,0,0,0,2007,248900
"868",85,6970,1,4,2,4,5,1961,1961,0,3,3,3,3,1,5,932,1,0,108,1040,3,1,1120,0,0,1120,1,0,1,1,3,1,2,5,7,0,0,1961,2,2,544,3,3,2,168,0,0,0,0,0,0,400,2007,129000
"869",64,14762,1,2,2,5,6,1948,1950,0,3,3,0,0,0,0,0,0,0,0,0,4,1,1547,720,53,2320,0,0,2,0,2,1,3,7,7,1,3,1979,1,2,672,3,3,1,120,144,0,0,0,0,0,0,2006,169000
"870",80,9938,1,4,2,7,5,1993,1994,246,4,3,4,3,1,6,750,1,0,300,1050,5,1,1062,887,0,1949,1,0,2,1,3,1,4,8,7,1,3,1993,3,2,574,3,3,2,156,90,0,0,0,0,0,0,2010,236000
"871",60,6600,1,4,2,5,5,1962,1962,0,3,3,3,3,1,1,0,1,0,894,894,4,0,894,0,0,894,0,0,1,0,2,1,3,5,7,0,0,1962,1,1,308,3,3,2,0,0,0,0,0,0,0,0,2009,109500
"872",70,8750,1,4,2,6,5,1998,1998,116,3,3,4,3,1,6,505,1,0,299,804,5,1,804,878,0,1682,0,0,2,1,3,1,4,7,7,0,0,1998,2,2,523,3,3,2,0,77,0,0,0,0,0,0,2010,200500
"873",74,8892,1,4,2,5,7,1953,1996,0,4,3,3,3,3,1,0,1,0,105,105,4,1,910,0,0,910,0,0,1,0,3,1,4,5,7,0,0,1953,1,2,414,3,3,2,196,0,150,0,0,0,0,0,2008,116000
"874",60,12144,1,4,2,5,7,1949,1950,0,4,3,3,3,1,3,375,1,0,457,832,4,1,1036,0,232,1268,0,0,1,0,3,1,3,6,7,1,4,1949,1,1,288,3,3,2,0,28,0,0,0,0,0,0,2009,133000
"875",52,5720,1,4,2,5,6,1941,1950,0,3,3,3,3,1,1,0,1,0,676,676,5,1,676,455,0,1131,0,0,1,1,3,1,3,5,7,0,0,1941,1,1,200,3,3,2,26,0,0,0,0,0,0,0,2009,66500
"876",75,9000,1,4,2,8,5,2007,2007,0,4,3,4,3,3,6,64,1,0,1120,1184,5,1,1184,1426,0,2610,0,0,2,1,4,1,5,11,7,1,4,2007,3,2,550,3,3,2,208,364,0,0,0,0,0,0,2007,303477
"877",94,25286,1,4,1,4,5,1963,1963,0,3,3,3,3,4,5,633,1,0,431,1064,4,1,1040,0,0,1040,1,0,1,0,3,1,3,5,7,0,0,1963,1,2,648,3,3,2,0,0,0,0,0,0,0,0,2007,132250
"878",74,8834,1,4,2,9,5,2004,2005,216,4,3,5,3,1,6,1170,1,0,292,1462,5,1,1462,762,0,2224,1,0,2,1,4,1,5,10,7,1,4,2004,3,3,738,3,3,2,184,0,0,0,0,0,0,0,2009,350000
"879",88,11782,1,3,2,5,7,1961,1995,0,3,3,3,3,3,5,899,1,0,210,1109,3,1,1155,0,0,1155,1,0,1,0,3,1,4,6,6,0,0,1987,1,2,576,3,3,2,192,0,0,0,0,0,0,400,2010,148000
"880",70,7000,1,3,2,5,8,1978,2005,90,4,4,3,3,1,5,646,1,0,218,864,5,1,864,0,0,864,1,0,1,0,3,1,3,6,7,0,0,1978,1,1,336,3,3,2,0,0,0,0,0,0,0,0,2009,136500
"881",60,7024,1,4,2,5,5,2005,2006,0,3,3,5,4,1,5,980,1,0,110,1090,4,1,1090,0,0,1090,1,0,1,1,2,1,3,5,7,0,0,2005,3,2,450,3,3,2,0,49,0,0,0,0,0,0,2007,157000
"882",44,13758,1,3,2,7,5,1990,1991,117,4,4,4,3,2,2,902,1,0,254,1156,5,1,1187,530,0,1717,0,0,2,1,3,1,4,7,7,1,3,1990,2,2,400,3,3,2,168,36,0,0,0,0,0,0,2007,187500
"883",64,9636,1,3,2,6,5,1992,1993,0,3,3,4,3,1,1,0,1,0,808,808,4,1,808,785,0,1593,0,0,2,1,3,1,3,7,7,1,3,1993,2,2,389,3,3,2,342,40,0,0,0,0,0,0,2009,178000
"884",60,6204,1,4,2,4,5,1912,1950,0,4,3,3,2,1,1,0,1,0,795,795,3,0,954,795,481,2230,1,0,1,0,5,1,3,10,7,0,0,1997,1,1,440,3,4,2,0,188,0,0,0,0,0,0,2006,118500
"885",65,7150,1,4,2,5,5,1967,1967,60,3,3,3,3,1,4,432,1,0,460,892,3,1,892,0,0,892,0,0,1,0,3,1,3,5,7,0,0,1967,2,1,288,3,3,2,0,0,0,0,0,0,0,0,2009,100000
"886",50,5119,1,3,2,9,5,1999,2000,60,4,3,5,3,3,6,1238,1,0,460,1698,5,1,1709,0,0,1709,1,0,2,0,2,1,4,5,7,1,3,1999,3,2,506,3,3,2,97,65,0,0,0,0,0,0,2008,328900
"887",70,8393,1,4,2,5,5,1959,2005,122,3,3,3,3,1,2,528,1,0,1098,1626,5,1,1712,0,0,1712,0,0,2,0,4,2,3,8,7,0,0,2005,3,2,588,3,3,2,272,54,0,0,0,0,0,0,2006,145000
"888",59,16466,1,3,2,5,7,1955,1955,0,3,4,3,3,1,1,0,1,0,816,816,3,1,872,521,0,1393,0,0,1,1,3,1,3,8,7,0,0,1955,1,1,300,3,3,2,121,0,0,0,265,0,0,0,2008,135500
"889",95,15865,1,3,1,8,6,1970,1970,0,4,4,3,4,4,5,351,3,823,1043,2217,5,1,2217,0,0,2217,1,0,2,0,4,1,4,8,7,1,3,1970,1,2,621,3,3,2,81,207,0,0,224,0,0,0,2007,268000
"890",128,12160,1,4,2,6,4,1953,1953,90,3,3,3,3,1,4,1024,1,0,481,1505,5,1,1505,0,0,1505,1,0,1,0,2,1,3,6,7,1,3,1953,2,2,505,3,3,2,0,0,0,162,0,0,0,0,2009,149500
"891",60,8064,1,4,2,5,7,1949,2006,0,3,4,3,3,2,1,0,1,0,672,672,5,1,672,252,0,924,0,0,1,0,3,1,3,6,7,1,1,2003,1,2,576,3,3,2,0,0,0,0,0,0,0,2000,2007,122900
"892",70,11184,1,4,2,6,5,1978,1978,92,3,3,3,3,1,2,226,3,500,192,918,4,1,918,765,0,1683,0,0,2,1,3,1,3,7,7,1,3,1978,2,2,440,3,3,2,243,0,0,0,0,0,0,0,2009,172500
"893",70,8414,1,4,2,6,8,1963,2003,0,3,3,3,3,1,6,663,1,0,396,1059,3,1,1068,0,0,1068,0,1,1,0,3,1,3,6,7,0,0,1963,2,1,264,3,3,2,192,0,0,0,0,0,0,0,2006,154500
"894",72,13284,1,4,2,5,5,1954,1954,0,3,3,4,3,2,4,1064,1,0,319,1383,3,1,1383,0,0,1383,1,0,1,0,3,1,3,6,7,1,4,1954,1,1,354,3,3,2,511,116,0,0,0,0,0,0,2008,165000
"895",64,7018,1,4,2,5,5,1979,1979,0,3,3,0,0,0,0,0,0,0,0,0,3,1,1535,0,0,1535,0,0,2,0,4,2,3,8,7,0,0,1979,1,2,400,3,3,2,0,0,0,0,0,0,0,0,2009,118858
"896",71,7056,1,4,2,6,5,1963,1963,415,3,3,3,3,1,4,400,1,0,380,780,3,1,983,813,0,1796,1,0,1,1,4,1,3,8,7,1,3,1963,2,2,483,3,3,2,0,50,0,0,0,0,0,0,2008,140000
"897",50,8765,1,4,2,4,6,1936,1950,0,3,3,3,3,1,5,285,1,0,666,951,5,0,951,0,0,951,0,0,1,0,2,1,3,6,7,0,0,1936,1,1,327,3,3,2,0,28,0,0,0,0,0,0,2006,106500
"898",64,7018,1,4,2,5,5,1979,1979,0,3,3,0,0,0,0,0,0,0,0,0,3,1,1120,1120,0,2240,0,0,2,0,6,2,3,12,7,0,0,1979,1,2,528,3,3,2,154,0,0,0,0,0,0,0,2009,142953
"899",100,12919,1,3,2,9,5,2009,2010,760,5,3,5,3,4,6,2188,1,0,142,2330,5,1,2364,0,0,2364,1,0,2,1,2,1,5,11,7,2,4,2009,3,3,820,3,3,2,0,67,0,0,0,0,0,0,2010,611657
"900",65,6993,1,4,2,5,7,1961,1994,0,3,3,3,3,1,4,465,1,0,447,912,3,1,1236,0,0,1236,0,0,1,0,3,1,3,6,7,1,3,1961,1,1,288,3,3,2,0,0,0,0,0,0,0,0,2006,135000
"901",73,7340,1,3,2,4,6,1971,1971,0,3,3,3,3,1,5,322,1,0,536,858,3,1,858,0,0,858,0,0,1,0,2,1,3,4,7,0,0,1979,1,1,684,3,3,2,0,0,0,0,0,0,0,0,2007,110000
"902",64,8712,1,3,2,5,7,1957,2000,0,3,4,3,3,2,4,860,1,0,132,992,3,1,1306,0,0,1306,1,0,1,0,2,1,3,5,7,0,0,1968,1,1,756,3,3,2,0,0,0,0,0,0,0,0,2009,153000
"903",63,7875,1,4,2,7,5,2003,2003,0,4,3,4,3,1,1,0,1,0,783,783,5,1,807,702,0,1509,0,0,2,1,3,1,4,8,7,1,4,2003,3,2,393,3,3,2,0,75,0,0,0,0,0,0,2006,180000
"904",50,14859,1,3,2,7,5,2006,2006,27,4,3,4,3,1,1,0,1,0,1670,1670,5,1,1670,0,0,1670,0,0,2,0,3,1,4,7,7,1,4,2006,2,3,690,3,3,2,144,60,0,0,0,0,0,0,2006,240000
"905",72,6173,1,3,2,5,6,1967,1967,75,3,3,3,3,1,6,599,1,0,277,876,3,1,902,0,0,902,0,0,1,0,3,1,3,6,7,0,0,1967,1,1,288,3,3,2,0,0,0,0,0,0,0,0,2007,125500
"906",80,9920,1,4,2,5,5,1954,1954,110,3,3,3,3,1,3,354,2,290,412,1056,3,1,1063,0,0,1063,1,0,1,0,3,1,3,6,7,0,0,1954,2,1,280,3,3,2,0,0,164,0,0,0,0,0,2010,128000
"907",116,13501,1,3,2,8,5,2006,2006,208,4,3,4,3,1,6,63,1,0,1560,1623,5,1,1636,0,0,1636,1,0,2,0,3,1,4,8,7,1,4,2006,2,3,865,3,3,2,0,60,0,0,0,0,0,0,2007,255000
"908",86,11500,1,3,2,7,7,1936,1987,0,4,3,4,3,1,3,223,1,0,794,1017,4,1,1020,1037,0,2057,0,0,1,1,3,1,4,6,7,1,4,1936,3,1,180,2,3,2,0,0,0,0,322,0,0,0,2006,250000
"909",74,8885,1,3,1,5,5,1983,1983,0,3,3,4,3,3,4,301,5,324,239,864,3,1,902,0,0,902,1,0,1,0,2,1,3,5,7,0,0,1983,1,2,484,3,3,2,164,0,0,0,0,0,0,0,2006,131000
"910",149,12589,1,2,2,6,5,2005,2005,0,4,3,4,3,1,1,0,1,0,742,742,5,1,742,742,0,1484,0,0,2,1,3,1,4,8,7,1,4,2005,3,2,390,3,3,2,36,24,0,0,0,0,0,0,2009,174000
"911",80,11600,1,4,2,5,5,1960,1960,361,3,3,3,3,1,3,443,1,0,662,1105,3,1,1105,1169,0,2274,0,0,2,0,5,2,3,12,7,0,0,1960,1,2,480,3,3,2,0,0,0,0,0,0,0,0,2010,154300
"912",70,9286,1,3,1,5,7,1977,1989,0,3,3,4,4,3,5,196,1,0,1072,1268,3,1,1268,0,0,1268,0,0,1,1,3,1,4,5,7,0,0,1978,1,1,252,3,3,2,173,0,0,0,0,0,0,0,2009,143500
"913",51,6120,1,4,2,5,7,1925,1950,0,3,3,3,3,1,3,489,1,0,279,768,3,0,1015,0,0,1015,0,0,1,0,3,1,3,6,5,0,0,1925,1,1,450,3,3,2,0,0,112,0,120,0,0,620,2006,88000
"914",82,6270,1,4,2,5,6,1949,1950,0,3,3,3,3,1,4,284,1,0,717,1001,3,0,1001,1001,0,2002,0,0,2,0,4,2,3,8,7,0,0,1949,1,3,871,3,3,2,0,0,0,0,0,0,0,0,2007,145000
"915",30,3000,1,4,2,6,5,2009,2009,76,4,3,4,3,3,6,294,1,0,318,612,5,1,612,612,0,1224,0,0,2,1,2,1,4,4,7,0,0,2009,2,2,528,3,3,2,0,234,0,0,0,0,0,0,2009,173733
"916",21,2001,1,4,2,4,5,1970,1970,80,3,3,3,3,1,1,0,1,0,546,546,2,1,546,546,0,1092,0,0,1,1,3,1,3,6,7,0,0,1970,1,1,286,3,3,2,0,0,0,0,0,0,0,0,2007,75000
"917",50,9000,1,4,2,2,3,1949,1950,0,3,3,3,3,3,4,50,1,0,430,480,3,0,480,0,0,480,1,0,0,0,1,1,3,4,7,0,0,1958,1,1,308,3,3,2,0,0,0,0,0,0,0,0,2006,35311
"918",65,17140,1,4,2,4,6,1956,1956,0,3,3,3,3,1,5,1059,1,0,75,1134,5,1,1229,0,0,1229,0,0,1,0,3,1,3,6,7,0,0,1956,2,1,284,3,3,2,0,0,0,0,0,0,0,0,2009,135000
"919",103,13125,1,3,2,7,5,1991,1991,0,4,3,5,3,2,4,48,6,634,422,1104,5,1,912,1215,0,2127,1,0,2,1,4,1,4,8,7,1,3,1991,2,3,833,3,3,2,72,192,224,0,0,0,0,0,2007,238000
"920",87,11029,1,3,2,6,8,1958,2002,0,5,3,4,3,1,5,528,4,411,245,1184,5,1,1414,0,0,1414,1,0,1,0,3,1,3,6,5,1,3,1990,1,2,601,3,3,2,0,51,0,0,190,0,0,0,2008,176500
"921",70,8462,1,3,2,6,5,1994,1994,105,4,4,4,4,1,6,814,1,0,114,928,5,1,936,785,0,1721,0,1,2,1,3,1,4,7,7,0,0,1994,2,2,471,3,3,2,300,87,0,0,0,0,0,0,2007,201000
"922",67,8777,1,4,2,5,7,1900,2003,0,3,3,3,3,1,5,1084,1,0,188,1272,4,1,1272,928,0,2200,2,0,2,2,4,2,3,9,7,0,0,1900,0,0,0,0,0,0,0,70,0,0,0,0,0,0,2008,145900
"923",65,10237,1,4,2,6,5,2005,2006,0,4,3,4,3,1,6,28,1,0,1288,1316,5,1,1316,0,0,1316,0,0,2,0,3,1,4,6,7,1,4,2005,3,2,397,3,3,2,100,0,0,23,0,0,0,0,2006,169990
"924",50,8012,1,4,2,6,5,1993,1994,0,4,3,4,3,1,2,165,6,841,598,1604,5,1,1617,0,0,1617,1,0,2,0,2,1,4,5,7,1,2,1993,2,2,533,3,3,2,0,69,0,0,0,0,0,0,2008,193000
"925",79,10240,1,4,2,6,6,1980,1980,157,3,4,4,3,1,4,625,2,1061,0,1686,3,1,1686,0,0,1686,1,0,2,0,3,1,3,7,7,1,3,1980,1,2,612,3,3,2,384,131,0,0,0,0,0,0,2006,207500
"926",80,15611,1,3,2,5,6,1977,1977,0,3,3,4,3,3,5,767,2,93,266,1126,3,1,1126,0,0,1126,0,1,2,0,3,1,5,6,7,0,0,1977,2,2,540,3,3,2,180,0,0,0,0,0,0,0,2008,175000
"927",93,11999,1,4,2,8,5,2003,2004,340,4,3,4,3,1,1,0,1,0,1181,1181,5,1,1234,1140,0,2374,0,0,2,1,4,1,5,10,7,1,4,2003,3,3,656,3,3,2,104,100,0,0,0,0,0,0,2007,285000
"928",80,9900,1,4,2,7,5,1968,1968,342,3,3,3,3,1,4,552,1,0,280,832,4,1,1098,880,0,1978,0,0,2,1,4,1,3,9,7,1,4,1968,2,2,486,3,3,2,0,43,0,0,0,0,0,0,2008,176000
"929",70,11838,1,4,2,8,5,2001,2001,0,4,3,4,3,3,1,0,1,0,1753,1753,5,1,1788,0,0,1788,0,0,2,0,3,1,5,7,7,1,3,2001,2,2,522,3,3,2,202,151,0,0,0,0,0,0,2009,236500
"930",64,13006,1,3,2,7,5,1997,1997,285,3,3,4,3,1,1,0,1,0,964,964,4,1,993,1243,0,2236,0,0,2,1,4,1,4,8,7,1,3,1997,3,2,642,3,3,2,0,0,0,0,0,0,0,0,2006,222000
"931",73,8925,1,3,2,8,5,2007,2007,0,4,3,4,3,3,6,16,1,0,1450,1466,5,1,1466,0,0,1466,0,0,2,0,3,1,4,7,7,0,0,2007,3,3,610,3,3,2,100,18,0,0,0,0,0,0,2009,201000
"932",70,9100,1,4,2,5,6,1965,1965,0,3,3,3,3,1,4,338,3,466,121,925,5,1,925,0,0,925,0,1,1,0,2,1,3,5,7,0,0,1965,1,1,429,3,3,2,0,0,0,0,0,0,0,0,2009,117500
"933",84,11670,1,3,2,9,5,2006,2006,302,5,3,5,4,1,1,0,1,0,1905,1905,5,1,1905,0,0,1905,0,0,2,0,3,1,5,8,7,1,4,2006,3,3,788,3,3,2,0,191,0,0,0,0,0,0,2007,320000
"934",63,8487,1,4,2,7,5,2004,2004,210,4,3,4,3,3,6,20,1,0,1480,1500,5,1,1500,0,0,1500,0,0,2,0,3,1,4,6,7,0,0,2004,2,2,570,3,3,2,192,36,0,0,0,0,0,0,2009,190000
"935",313,27650,1,2,1,7,7,1960,2007,0,3,3,4,3,4,6,425,1,0,160,585,5,1,2069,0,0,2069,1,0,2,0,4,1,4,9,7,1,4,1960,2,2,505,3,3,2,0,0,0,0,0,0,0,0,2008,242000
"936",52,5825,1,3,2,4,5,1926,1953,108,3,4,2,3,2,1,0,1,0,600,600,4,1,747,0,0,747,0,0,1,0,1,1,3,5,7,0,0,1953,1,2,528,3,3,2,0,0,32,0,0,0,0,0,2006,79900
